feature	edgeR:P	voom:adjP	DESeq2:score
ENSG00000126107	0.208821273	0.356647406	0.260394817
ENSG00000126698	6.12E-37	1.76E-12	2.45152685
ENSG00000126705	0.518076956	0.739851546	0.178844824
ENSG00000126709	0.978606467	0.988215348	0.04328874
ENSG00000127054	1.22E-11	5.74E-08	0.786893661
ENSG00000127074	0.682519195	0.767000344	0.123496491
ENSG00000127124	0.571220551	0.64824214	0.142685731
ENSG00000127125	0.418502253	0.542127003	0.160665288
ENSG00000127129	0.177268905	0.221062814	0.403744633
ENSG00000127423	0.365230347	0.798334021	0.554187881
ENSG00000127463	0.554003616	0.611806696	0.038427158
ENSG00000127472	0.506990293	0.949232528	0.141756485
ENSG00000127481	0.547575433	0.674778161	0.058578213
ENSG00000127483	3.31E-08	1.34E-05	0.807926176
ENSG00000127603	5.38E-14	7.75E-09	1.098678702
ENSG00000130695	0.22339509	0.634562965	0.205196524
ENSG00000130762	0.210149876	0.378854779	0.241604551
ENSG00000130764	0.373089774	0.446502538	0.222629024
ENSG00000130766	4.89E-36	1.99E-11	2.765399567
ENSG00000130768	0.089647884	0.188207585	0.310639421
ENSG00000130770	0.028728055	0.055557132	0.370806026
ENSG00000130772	0.431767572	0.701288832	0.191182319
ENSG00000130775	2.56E-150	1.09E-18	4.346456201
ENSG00000130939	0.453074184	0.701288832	0.060454693
ENSG00000130940	1.01E-29	4.82E-11	2.463906121
ENSG00000131233	0.00638264	0.040112098	0.844097956
ENSG00000131236	0.002177534	0.003980236	0.482272852
ENSG00000131238	2.52E-151	6.67E-19	5.998602938
ENSG00000131584	2.27E-07	5.47E-06	0.690285885
ENSG00000131591	0.959981644	0.992640077	0.055385862
ENSG00000131686	1.56E-07	1.67E-05	2.120453501
ENSG00000131697	0.026995955	0.062635267	0.552212618
ENSG00000131778	2.17E-13	9.36E-07	1.494553008
ENSG00000131779	0.415496705	0.619563293	0.334147209
ENSG00000131781	1.51E-06	0.000111726	0.832039355
ENSG00000131788	0.970448174	0.784259432	0.055517001
ENSG00000131791	0.043215666	0.101022475	0.379267485
ENSG00000131795	0.153347415	0.167713565	0.279153142
ENSG00000131910	4.90E-31	1.37E-09	3.937273899
ENSG00000131914	0.413572164	0.338264844	0.464987746
ENSG00000132122	6.61E-18	5.13E-08	1.906611432
ENSG00000132128	0.021130473	0.024045614	0.352292714
ENSG00000132185	0.699426127	0.961620938	0.131564178
ENSG00000132196	0.032615727	0.028601368	0.367929712
ENSG00000132485	0.385516974	0.491764363	0.100701317
ENSG00000132676	0.988032926	0.93969285	0.043652411
ENSG00000132677	0.104636878	0.488936211	0.949698063
ENSG00000132680	3.61E-07	1.04E-05	0.705627184
ENSG00000132681	0.648922433	0.872017847	0.233846777
ENSG00000132688	8.26E-137	3.19E-16	5.851166911
ENSG00000132692	0.335306756	0.989118944	0.389920034
ENSG00000132693	0.968774358	0.984851977	0.057807096
ENSG00000132694	0.319368593	0.4349108	0.263046278
ENSG00000132698	0.221703294	0.441868517	0.167173148
ENSG00000132704	0.084112481	0.145114497	0.415346092
ENSG00000132716	0.997948797	0.965448622	0.046603931
ENSG00000132718	0.760840962	0.916723677	0.097230939
ENSG00000132763	0.254176554	0.275663567	0.268654176
ENSG00000132768	3.59E-22	2.00E-10	1.475928033
ENSG00000132773	0.311655516	0.389484335	0.100829017
ENSG00000132780	1.16E-32	3.11E-11	2.051945931
ENSG00000132781	0.360820196	0.376485252	0.093101572
ENSG00000132849	0.990882354	0.96088654	0.052935403
ENSG00000132854	0.692463369	0.542048072	0.175742302
ENSG00000132879	0.699420552	0.773187586	0.106465646
ENSG00000132881	6.50E-06	0.000173618	1.46019226
ENSG00000132906	0.747823434	0.781345944	0.110145474
ENSG00000133019	0.811011371	0.790266105	0.004819608
ENSG00000133048	0.002121953	0.066983394	0.604253143
ENSG00000133056	0.981654092	0.93969285	0.043626881
ENSG00000133059	0.976162283	0.964331673	0.050315506
ENSG00000133063	0.08673863	0.142173108	0.369432738
ENSG00000133065	6.84E-08	2.75E-05	0.929722134
ENSG00000133067	0.059117789	0.055870236	0.321278095
ENSG00000133069	1.24E-16	9.74E-07	2.164806377
ENSG00000133216	0.004447586	0.006272938	0.418920088
ENSG00000133226	0.279288899	0.363658273	0.185656447
ENSG00000134183	0.005467473	0.054730624	1.448333455
ENSG00000134184	0.060318819	0.121313629	0.404267995
ENSG00000134186	0.432395681	0.801084858	0.169641006
ENSG00000134193	0.482886411	0.860744422	0.112931775
ENSG00000134198	4.18E-34	2.69E-12	2.071612232
ENSG00000134201	0.010938909	0.02329423	0.415367928
ENSG00000134202	2.43E-07	1.35E-05	0.710065017
ENSG00000134207	0.957393202	0.658118233	0.06727885
ENSG00000134215	1.34E-11	1.25E-06	1.043149057
ENSG00000134222	0.675142692	0.677929529	0.142960503
ENSG00000134240	6.28E-05	0.000722074	0.622310728
ENSG00000134242	3.91E-18	1.24E-07	1.663632601
ENSG00000134243	3.26E-77	1.11E-15	3.013826282
ENSG00000134245	0.909554474	0.988337441	0.029425409
ENSG00000134247	0.2970544	0.429457597	0.232975336
ENSG00000134248	0.013426399	0.027759357	0.44333231
ENSG00000134250	3.90E-76	1.59E-14	3.383436235
ENSG00000134253	0.769063415	0.967109778	0.08837939
ENSG00000134255	0.404249537	0.718842735	0.171748751
ENSG00000134256	0.786700904	0.916723677	0.091855777
ENSG00000134259	0.673813648	0.930302085	0.188020525
ENSG00000134262	0.199145948	0.460419336	0.268683643
ENSG00000134365	0.319986293	0.63908145	0.607836822
ENSG00000134369	0.093214114	0.170350173	0.274209163
ENSG00000134371	0.273996163	0.403974623	0.224795782
ENSG00000134375	6.69E-101	6.13E-16	4.310495939
ENSG00000134376	0.073964909	0.121531195	0.674643073
ENSG00000134644	0.032071781	0.040751312	0.338252198
ENSG00000134668	1.68E-60	1.55E-14	3.238896027
ENSG00000134684	7.09E-19	1.35E-09	1.194214564
ENSG00000134686	0.001317807	0.002446928	0.487042361
ENSG00000134690	2.38E-08	1.30E-06	1.098737496
ENSG00000134697	0.661380651	0.801348643	0.150607615
ENSG00000134698	0.71499221	0.764973214	0.007072105
ENSG00000134709	9.19E-89	1.52E-15	4.01864076
ENSG00000134716	0.104254709	0.18459758	0.280235039
ENSG00000134717	0.717070377	0.856791689	0.009694593
ENSG00000134744	0.000178347	0.00291281	0.553660111
ENSG00000134748	0.771137782	0.913898106	0.109857071
ENSG00000135744	0.099410075	0.18664909	0.430400069
ENSG00000135747	0.670050683	0.992640077	0.065298999
ENSG00000135749	0.083225525	0.138398305	0.232302886
ENSG00000135750	4.47E-05	0.000603895	0.609926964
ENSG00000135763	0.977718865	0.984851977	0.054812731
ENSG00000135766	0.954205566	0.913612418	0.0388523
ENSG00000135773	3.31E-55	2.31E-12	4.274816404
ENSG00000135775	4.07E-08	8.49E-06	0.777941044
ENSG00000135776	2.56E-14	1.84E-08	1.131379205
ENSG00000135778	1.52E-31	4.57E-11	2.058728279
ENSG00000135801	0.223021793	0.452448934	0.159412017
ENSG00000135821	0.360682825	0.36364282	0.193489119
ENSG00000135823	0.508596494	0.697716531	0.173126855
ENSG00000135828	0.906853965	0.992640077	0.02836509
ENSG00000135829	0.12570369	0.171121338	0.284671946
ENSG00000135835	0.835246206	0.900725546	0.084130914
ENSG00000135837	1.60E-05	0.001311089	0.726797366
ENSG00000135838	0.00016521	0.006427117	0.600126054
ENSG00000135842	0.784662167	0.926042395	0.102206039
ENSG00000135845	0.221942355	0.433242464	0.245231289
ENSG00000135847	0.658448611	0.750443797	0.117717981
ENSG00000135862	1.30E-11	3.41E-06	1.670020292
ENSG00000135870	0.57540442	0.701936715	0.124302416
ENSG00000136628	0.871004992	0.844977418	0.088081428
ENSG00000136630	1.09E-61	2.92E-13	4.619486745
ENSG00000136631	0.280902564	0.704250852	0.157130787
ENSG00000136634	0.317157611	0.651569128	0.319044866
ENSG00000136636	0.666946778	0.902377944	0.214928424
ENSG00000136643	0.026450543	0.105196285	0.317300694
ENSG00000136653	0.946059043	0.72100528	0.030242315
ENSG00000137936	0.359790033	0.446142796	0.178188034
ENSG00000137941	0.919364592	0.994560428	0.067051228
ENSG00000137942	0.922916871	0.949671531	0.032552405
ENSG00000137944	0.133874579	0.280408052	0.285913883
ENSG00000137947	0.37850164	0.548630848	0.244866896
ENSG00000137955	0.186440621	0.282639822	0.242831785
ENSG00000137959	0.026948121	0.099084221	0.360935609
ENSG00000137960	0.717462885	0.909284976	0.009602883
ENSG00000137962	3.91E-15	1.02E-05	2.043063816
ENSG00000137965	0.139460203	0.227847222	0.330925667
ENSG00000137968	0.022368676	0.063818898	0.485929875
ENSG00000137970	0.486385696	0.562616601	0.245255461
ENSG00000137975	0.40683596	0.487527223	0.194384649
ENSG00000137976	0.559212786	0.356429528	0.330284315
ENSG00000137992	0.214408224	0.223360302	0.224959546
ENSG00000137996	0.550351172	0.671943242	0.130392926
ENSG00000142224	0.786691433	0.742928005	0.178835815
ENSG00000142583	0.000810982	0.000219137	1.228038463
ENSG00000142599	5.90E-11	1.25E-06	1.00839367
ENSG00000142606	2.39E-30	1.21E-11	2.380265861
ENSG00000142609	0.742180566	0.673775216	0.156159084
ENSG00000142611	0.290323268	0.282170479	0.266880758
ENSG00000142619	0.498779849	0.539966924	0.580353355
ENSG00000142621	0.405722898	0.671943242	0.320766635
ENSG00000142623	0.282721558	0.285345113	0.424313286
ENSG00000142627	0.070681889	0.237460756	0.39614874
ENSG00000142632	0.034315076	0.038106685	0.389854421
ENSG00000142634	0.477037327	0.494906545	0.185050649
ENSG00000142655	0.51435777	0.453224361	0.195801799
ENSG00000142657	0.009629683	0.030423634	0.3336562
ENSG00000142661	0.003326624	0.003530517	0.702563731
ENSG00000142669	0.599330584	0.990547697	0.168499548
ENSG00000142675	0.000971739	0.041087499	0.884246291
ENSG00000142676	0.164820775	0.282639822	0.408350747
ENSG00000142677	2.65E-73	1.34E-15	4.973882742
ENSG00000142684	0.108380393	0.191944596	0.323227794
ENSG00000142686	0.356049703	0.621026955	0.327706896
ENSG00000142687	1.33E-110	2.05E-16	4.180028499
ENSG00000142694	0.007243059	0.07957299	0.622433182
ENSG00000142700	0.246851364	0.456105128	0.634402213
ENSG00000142733	0.711388639	0.711901498	0.027966276
ENSG00000142748	8.31E-12	5.65E-08	1.854117303
ENSG00000142751	1.44E-06	0.000517948	1.110198319
ENSG00000142765	0.001979372	0.005390567	0.608806695
ENSG00000142784	0.088640674	0.141298966	0.289103442
ENSG00000142789	2.65E-49	7.54E-11	5.665384462
ENSG00000142794	0.883049586	0.988337441	0.081981962
ENSG00000142798	0.651547765	0.73910409	0.142104447
ENSG00000142856	0.494185901	0.624550526	0.146095581
ENSG00000142864	0.629888439	0.728290441	0.032065607
ENSG00000142867	0.684462841	0.964966414	0.13511169
ENSG00000142871	0.488745661	0.811592767	0.190034582
ENSG00000142875	0.915705962	0.999576128	0.068144762
ENSG00000142892	1.21E-13	1.06E-07	1.048405154
ENSG00000142910	0.794848009	0.892891115	0.009735198
ENSG00000142920	0.36783417	0.482978912	0.236563405
ENSG00000142937	0.325936763	0.50186081	0.34306771
ENSG00000142945	0.74856585	0.908661982	0.025321576
ENSG00000142949	0.920441621	0.980378666	0.062309409
ENSG00000142959	0.303694488	0.255891261	0.138637324
ENSG00000142961	0.176673877	0.766666557	0.426965172
ENSG00000142973	0.029070876	0.508327435	0.735096032
ENSG00000143001	0.448570973	0.758991878	0.323098979
ENSG00000143013	3.48E-08	1.53E-05	0.767317701
ENSG00000143028	2.57E-135	6.67E-19	11.13677243
ENSG00000143033	0.01856453	0.120720482	0.673529238
ENSG00000143036	0.863222082	0.994690468	0.074863802
ENSG00000143061	0.062753169	0.246069948	0.268975122
ENSG00000143067	0.001951349	0.000546199	1.997541184
ENSG00000143079	4.57E-48	7.33E-12	2.808150407
ENSG00000143093	0.364966702	0.658627122	0.261567686
ENSG00000143106	0.936436979	0.926687575	0.058424173
ENSG00000143110	2.89E-10	6.41E-07	0.974897204
ENSG00000143119	0.043518949	0.063704503	0.438585745
ENSG00000143126	8.31E-14	1.65E-07	1.586666289
ENSG00000143127	0.408354585	0.671818552	0.494634704
ENSG00000143140	0.831556895	0.943983915	0.001754166
ENSG00000143147	0.271293189	0.698889733	0.20101979
ENSG00000143149	1.03E-10	1.55E-05	1.248019823
ENSG00000143153	0.718958025	0.762869827	0.034361505
ENSG00000143155	0.552000719	0.538646578	0.149897341
ENSG00000143156	0.000312364	0.000562741	0.769691623
ENSG00000143157	0.04951307	0.382810837	0.491961351
ENSG00000143158	0.679883997	0.829299106	0.016652758
ENSG00000143162	9.63E-207	6.97E-20	6.57767147
ENSG00000143164	0.888131878	0.885446527	0.071010254
ENSG00000143167	0.255581241	0.39663635	0.368096099
ENSG00000143171	0.960979106	0.939966865	0.059911642
ENSG00000143178	0.752360829	0.781345944	0.098125196
ENSG00000143179	0.418437837	0.692665456	0.167132582
ENSG00000143183	0.175774743	0.20273128	0.216625831
ENSG00000143184	0.080095196	0.179210876	0.533876791
ENSG00000143185	0.632614399	0.826384069	0.24670419
ENSG00000143190	9.79E-152	7.83E-21	5.103467444
ENSG00000143195	0.731645471	0.930228639	0.087139235
ENSG00000143196	1.88E-49	4.32E-12	3.204100269
ENSG00000143198	0.232561086	0.41243789	0.219058813
ENSG00000143199	0.038842994	0.255891261	1.467081457
ENSG00000143207	0.781534513	0.910285476	0.008674745
ENSG00000143217	0.124060945	0.208505141	0.325654265
ENSG00000143222	0.903916425	0.9596413	0.079758497
ENSG00000143224	8.81E-08	7.44E-05	1.163850781
ENSG00000143226	0.62984323	0.863231103	0.029018376
ENSG00000143228	5.71E-07	0.000101098	1.240370633
ENSG00000143248	0.008396692	0.021672705	0.459888697
ENSG00000143252	0.416812519	0.545128229	0.161956291
ENSG00000143256	8.54E-108	2.26E-16	5.003443841
ENSG00000143257	0.367366198	0.441328442	0.340034857
ENSG00000143258	0.000907768	0.003135161	0.570751554
ENSG00000143294	0.040670878	0.132025714	0.361549317
ENSG00000143297	1.43E-42	2.05E-13	1.900020454
ENSG00000143303	8.84E-06	0.000668321	0.870937802
ENSG00000143314	0.000162772	0.013889676	0.929613259
ENSG00000143315	0.519338916	0.712783558	0.175216298
ENSG00000143318	0.07645577	0.141298966	0.698548387
ENSG00000143319	0.938240968	0.954470129	0.058276415
ENSG00000143320	0.5530198	0.604108475	0.202964344
ENSG00000143321	0.263628936	0.417157543	0.236236878
ENSG00000143322	0.86049224	0.945635281	0.01948433
ENSG00000143324	7.18E-81	9.52E-15	4.191958905
ENSG00000143333	0.863544941	0.911529386	0.007821926
ENSG00000143337	0.192135011	0.423607569	0.272130414
ENSG00000143340	2.26E-13	1.06E-07	2.305296129
ENSG00000143341	0.775378401	0.903059842	0.005623986
ENSG00000143344	9.27E-53	4.62E-13	5.453973799
ENSG00000143353	2.15E-08	1.79E-06	0.813000263
ENSG00000143363	1.15E-83	1.00E-14	5.378226728
ENSG00000143365	0.849818179	0.836386217	0.089567041
ENSG00000143367	7.93E-11	9.19E-07	1.019105507
ENSG00000143368	0.360884657	0.670001459	0.135250418
ENSG00000143369	0.025163898	0.049740256	0.383987487
ENSG00000143373	2.92E-05	0.0003171	0.620550099
ENSG00000143374	1.63E-33	7.04E-12	1.795620185
ENSG00000143375	0.756192283	0.876234907	0.102302219
ENSG00000143376	0.017122312	0.08002643	0.569686507
ENSG00000143379	0.658981915	0.826384069	0.106194515
ENSG00000143382	0.069472947	0.216621794	0.319304756
ENSG00000143384	0.263955927	0.358228775	0.257795185
ENSG00000143387	0.011262078	0.142944773	0.786287755
ENSG00000143390	0.324142974	0.657777004	0.318126862
ENSG00000143393	0.001199087	0.001404359	0.357070102
ENSG00000143398	3.57E-19	1.15E-07	1.647195292
ENSG00000143401	5.35E-21	1.31E-09	1.388187458
ENSG00000143409	0.97728745	0.992640077	0.051971498
ENSG00000143412	0.000117717	0.000102055	1.259122792
ENSG00000143416	0.153549464	0.255891261	0.274038317
ENSG00000143418	2.01E-35	2.96E-12	1.741416602
ENSG00000143420	0.254243147	0.358228775	0.20995019
ENSG00000143434	0.00194183	0.000562741	1.391560382
ENSG00000143436	2.99E-31	8.67E-10	3.556677757
ENSG00000143437	0.407780619	0.660962182	0.071050013
ENSG00000143442	0.944191756	0.941900548	0.057195271
ENSG00000143443	0.931835371	0.862792784	0.024404604
ENSG00000143450	5.05E-29	1.64E-09	2.706911972
ENSG00000143452	2.38E-32	1.34E-11	3.578688984
ENSG00000143457	1.51E-18	3.73E-09	1.846857669
ENSG00000143458	0.288474432	0.762869827	0.259282606
ENSG00000143469	0.772956805	0.786062573	0.074880466
ENSG00000143473	0.178541382	0.446790877	0.573183437
ENSG00000143476	0.848194665	0.761529045	0.096698911
ENSG00000143479	0.706579655	0.970443826	0.081643053
ENSG00000143486	0.984000136	0.916723677	0.048823714
ENSG00000143493	1.12E-37	8.73E-14	1.590769649
ENSG00000143494	0.206958525	0.057409886	0.497735076
ENSG00000143498	0.544066372	0.747360978	0.161148936
ENSG00000143499	0.020203581	0.028525535	0.377820451
ENSG00000143502	1.01E-05	0.000269969	1.396729748
ENSG00000143507	0.029426106	0.059996104	0.439862603
ENSG00000143512	0.031052206	0.905223082	1.397186023
ENSG00000143514	1.20E-20	2.82E-09	1.967596585
ENSG00000143515	0.888912488	0.916723677	0.070908978
ENSG00000143520	0.27470244	0.546801784	0.691225412
ENSG00000143537	0.096577068	0.204736777	0.266403662
ENSG00000143543	0.107851309	0.248149501	0.304437747
ENSG00000143545	0.888511083	0.875799955	0.085160455
ENSG00000143546	0.15679801	0.522836284	0.313233674
ENSG00000143549	0.474508703	0.522053392	0.167889437
ENSG00000143552	0.614796247	0.96232201	0.310500075
ENSG00000143553	0.13429305	0.204423123	0.34901269
ENSG00000143554	0.225512129	0.222805544	0.283395808
ENSG00000143569	8.34E-12	3.24E-08	0.923986001
ENSG00000143570	6.79E-34	6.40E-12	1.739199788
ENSG00000143575	0.17587747	0.273257528	0.160183486
ENSG00000143578	0.398270665	0.599640758	0.10171017
ENSG00000143590	0.18415492	0.161656936	0.549210245
ENSG00000143595	0.66615317	0.790721412	0.385613935
ENSG00000143603	0.925072795	0.970684366	0.026537936
ENSG00000143612	0.898624808	0.966477758	0.068186001
ENSG00000143614	0.497372397	0.658627122	0.163785471
ENSG00000143621	1.15E-08	4.43E-06	0.787625199
ENSG00000143622	0.155924504	0.250260412	0.251813563
ENSG00000143624	1.25E-46	1.85E-12	4.096712361
ENSG00000143627	0.414822339	0.28324642	0.449830898
ENSG00000143630	0.00221614	0.001704561	0.932052312
ENSG00000143631	0.795011557	0.895171112	0.026118757
ENSG00000143633	0.297873435	0.363486338	0.230149271
ENSG00000143641	0.054344514	0.061023624	0.285129614
ENSG00000143643	3.85E-35	1.69E-12	2.130272754
ENSG00000143653	0.008210985	0.062603272	0.675387651
ENSG00000143669	7.20E-89	2.87E-15	5.352776181
ENSG00000143674	0.406283073	0.51743227	0.092266524
ENSG00000143702	1.08E-29	1.39E-11	1.620336375
ENSG00000143740	0.022110443	0.023618447	0.355732048
ENSG00000143742	0.111951983	0.22559306	0.337125724
ENSG00000143748	0.059408848	0.050891699	0.292773846
ENSG00000143751	0.015997997	0.010431542	0.801505952
ENSG00000143753	1.86E-12	1.19E-07	0.992394703
ENSG00000143756	3.27E-13	2.18E-05	1.816213432
ENSG00000143761	0.526596078	0.673574825	0.164139034
ENSG00000143768	0.178966328	0.410114069	0.496463121
ENSG00000143771	0.133246851	0.117578221	0.226534264
ENSG00000143772	1.29E-32	9.89E-12	1.885100523
ENSG00000143774	0.094506813	0.254761659	0.327602437
ENSG00000143776	0.207747208	0.223810156	0.101920676
ENSG00000143786	0.309625175	0.508041654	0.186865198
ENSG00000143793	0.112032113	0.139660392	0.312518611
ENSG00000143799	2.73E-95	3.35E-15	5.681719198
ENSG00000143801	4.83E-149	1.09E-16	5.401253123
ENSG00000143811	0.249191293	0.573967335	0.243535142
ENSG00000143815	7.25E-42	6.88E-12	3.583558866
ENSG00000143816	0.656846601	0.784590075	0.192545355
ENSG00000143819	0.094948465	0.184150519	0.320000137
ENSG00000143839	4.43E-05	0.000479581	1.423975318
ENSG00000143842	0.579231937	0.665483968	0.120315326
ENSG00000143845	1.39E-05	5.02E-05	1.096698881
ENSG00000143847	0.000142548	0.000341295	0.8787157
ENSG00000143850	0.933797233	0.878653621	0.060588157
ENSG00000143851	0.247743225	0.313543904	0.21547929
ENSG00000143858	0.178582694	0.132310483	0.506584638
ENSG00000143862	3.64E-85	9.01E-15	4.606900104
ENSG00000146463	0.839290317	0.876252427	0.013763073
ENSG00000149527	0.833097452	0.992640077	0.104691986
ENSG00000150337	6.01E-28	1.97E-11	2.435452576
ENSG00000150681	0.98465001	0.996190822	0.052817084
ENSG00000151414	0.842991023	0.94276765	0.002918043
ENSG00000152022	0.798836284	0.989118944	0.021278609
ENSG00000152042	0.444047462	0.883571521	0.259036366
ENSG00000152061	0.376564944	0.497559283	0.167032044
ENSG00000152078	0.5865429	0.701288832	0.059389938
ENSG00000152092	0.000431799	0.001619773	1.390437765
ENSG00000152104	3.87E-05	0.000308685	0.931984044
ENSG00000152332	0.393158975	0.616572749	0.194089968
ENSG00000152382	1.32E-48	2.28E-13	3.467614308
ENSG00000152760	3.06E-75	1.27E-13	4.688775032
ENSG00000152763	9.54E-18	3.16E-09	1.530839926
ENSG00000152904	0.332542938	0.50814678	0.176882492
ENSG00000153029	2.05E-27	1.46E-10	1.77708187
ENSG00000153187	7.83E-117	1.52E-15	8.481060043
ENSG00000153207	8.31E-61	4.00E-15	2.300449947
ENSG00000153230	0.894458986	0.820517625	0.128380131
ENSG00000153363	6.35E-26	3.92E-08	5.61853661
ENSG00000153898	0.223865229	0.87223452	0.281001444
ENSG00000153904	0.241808646	0.591342998	0.513347512
ENSG00000153923	0.291821338	0.282841763	0.509481438
ENSG00000153936	0.005789139	0.139734883	0.623614784
ENSG00000154027	0.358561125	0.642357866	0.16109629
ENSG00000154222	1.64E-75	4.09E-15	3.427976115
ENSG00000154305	0.000268983	0.002667093	0.709694573
ENSG00000154309	0.261095924	0.468667902	0.285121534
ENSG00000154358	2.24E-59	1.66E-14	2.53903725
ENSG00000154370	0.033183274	0.056806091	0.317536635
ENSG00000154380	1.51E-29	1.02E-10	2.055393098
ENSG00000154429	3.80E-32	4.94E-12	1.819603293
ENSG00000154451	0.502236891	0.616674541	0.194595872
ENSG00000154511	0.122221546	0.418335474	0.345070979
ENSG00000155363	3.14E-29	2.89E-11	2.920371151
ENSG00000155366	3.29E-193	2.42E-20	6.994926994
ENSG00000155367	0.435474574	0.465617187	0.20742378
ENSG00000155380	4.49E-84	9.19E-15	3.610523258
ENSG00000155761	0.818622399	0.844977418	0.047684635
ENSG00000155816	0.005423355	0.014121333	0.537917588
ENSG00000156097	0.9776051	0.971739734	0.028163826
ENSG00000156171	0.000139426	0.000219137	0.508030232
ENSG00000156869	0.583639303	0.707118848	0.261600343
ENSG00000156875	0.591946316	0.801407528	0.043394616
ENSG00000156876	0.226663924	0.457991257	0.304990976
ENSG00000157064	0.07380535	0.10297141	0.381550196
ENSG00000157077	1.64E-63	9.07E-16	2.543783222
ENSG00000157181	0.54663782	0.786068593	0.059368192
ENSG00000157184	0.026083489	0.034443647	0.312976075
ENSG00000157191	6.55E-05	0.003260336	0.753447404
ENSG00000157193	3.46E-14	5.05E-09	1.307357331
ENSG00000157211	0.000614095	8.48E-05	2.186399789
ENSG00000157216	0.11572561	0.140105664	0.251665921
ENSG00000157330	0.998307641	0.652095845	0.041630723
ENSG00000157870	1.74E-60	4.52E-14	3.384159721
ENSG00000157873	1.84E-12	1.93E-08	0.822623588
ENSG00000157881	0.711608769	0.916723677	0.107932687
ENSG00000157911	9.09E-08	6.12E-07	0.638343702
ENSG00000157916	0.485252119	0.610257787	0.056630839
ENSG00000157933	0.143883947	0.338137744	0.248607308
ENSG00000157978	0.158660386	0.226620608	0.313894888
ENSG00000158006	0.658530802	0.748805624	0.113014354
ENSG00000158008	0.718554333	0.475124861	0.232051279
ENSG00000158014	0.016612618	0.000349115	1.849034406
ENSG00000158022	0.306010065	0.211086148	0.667333731
ENSG00000158055	0.338751619	0.384438575	0.244793264
ENSG00000158062	0.117596738	0.284557291	0.302131201
ENSG00000158109	0.236418439	0.358768983	0.205062357
ENSG00000158156	0.467502104	0.475250338	0.16610522
ENSG00000158161	9.24E-05	0.005707984	0.69303695
ENSG00000158195	0.91955374	0.988337441	0.064868259
ENSG00000158246	0.573744936	0.822725312	0.223163097
ENSG00000158286	8.18E-47	4.05E-12	3.482649322
ENSG00000158292	0.143800089	0.460229957	0.321238371
ENSG00000158315	2.71E-136	2.25E-17	5.171916983
ENSG00000158473	0.711850327	0.766775703	0.255279053
ENSG00000158477	1.50E-64	6.80E-15	3.688475799
ENSG00000158481	0.002510507	0.006752058	0.636234006
ENSG00000158485	0.345919311	0.646606554	0.241516612
ENSG00000158488	0.201228234	0.316944805	0.252554425
ENSG00000158615	0.696151235	0.880627839	0.062955414
ENSG00000158710	0.288440061	0.732692692	0.224707248
ENSG00000158711	0.110227757	0.478821544	0.282439684
ENSG00000158714	0.829415394	0.901049275	0.006746755
ENSG00000158715	0.365391063	0.762869827	0.150622463
ENSG00000158716	0.473385559	0.508327435	0.091856413
ENSG00000158747	0.849691545	0.943085077	0.099409287
ENSG00000158764	0.387508094	0.862792784	0.310426192
ENSG00000158769	0.414017446	0.547254951	0.178567236
ENSG00000158773	0.652170563	0.922714541	0.14319615
ENSG00000158786	1.33E-23	2.09E-12	8.488997474
ENSG00000158793	0.000681219	0.044392105	0.791395202
ENSG00000158796	0.958210607	0.957876849	0.056513468
ENSG00000158816	0.023563527	0.050820607	0.784628059
ENSG00000158825	0.020045374	0.016848615	0.275963904
ENSG00000158828	0.157042948	0.226620608	0.21997166
ENSG00000158850	0.563981358	0.646606554	0.1502023
ENSG00000158859	3.51E-232	7.29E-22	7.069222896
ENSG00000158864	1.75E-13	4.32E-08	0.946105951
ENSG00000158869	0.034648967	0.224664429	0.4874015
ENSG00000158882	0.499262511	0.63952145	0.169313287
ENSG00000158887	4.19E-41	9.03E-13	3.095223534
ENSG00000158966	0.500212703	0.456582327	0.183564387
ENSG00000159023	0.150128067	0.255891261	0.242949528
ENSG00000159166	0.024671301	0.052608606	0.284499193
ENSG00000159173	0.869944394	0.70632245	0.01956812
ENSG00000159176	3.67E-05	0.003306692	0.807547624
ENSG00000159189	0.738728101	0.844977418	0.149695914
ENSG00000159208	0.026728465	0.020594724	0.778699794
ENSG00000159214	0.737183704	0.813690586	0.124793019
ENSG00000159339	0.930213881	0.903864995	0.072667424
ENSG00000159346	0.978843083	0.989289499	0.052414286
ENSG00000159348	3.08E-06	2.52E-05	0.67637633
ENSG00000159352	0.14784026	0.264834072	0.163283332
ENSG00000159363	3.21E-216	1.12E-19	6.923219379
ENSG00000159377	0.790355583	0.839590041	0.004253205
ENSG00000159388	0.565972262	0.908851273	0.193105697
ENSG00000159409	0.347942205	0.405127035	0.222895885
ENSG00000159423	0.811260827	0.766775703	0.094349158
ENSG00000159445	0.484646557	0.568240802	0.073339514
ENSG00000159450	0.392567057	0.671541135	0.292728806
ENSG00000159479	1.03E-15	8.72E-08	1.459162009
ENSG00000159588	0.900024964	0.852627209	0.010381187
ENSG00000159592	6.20E-25	3.70E-10	1.622472788
ENSG00000159596	0.123108834	0.15708075	0.264382395
ENSG00000159658	7.83E-13	2.73E-05	2.166648536
ENSG00000160049	0.008587244	0.026739553	0.457598705
ENSG00000160050	0.329482672	0.224197643	0.199651607
ENSG00000160051	0.105121034	0.226620608	0.451000265
ENSG00000160055	0.63790594	0.754007293	0.027464036
ENSG00000160058	0.093027933	0.165417887	0.297488505
