feature	edgeR:P	voom:adjP	DESeq2:score
ENSG00000230415	5.47E-30	7.18E-12	4.465633175
ENSG00000230424	0.513340914	0.473843174	0.29622279
ENSG00000230439	0.761800653	0.895171112	0.197601549
ENSG00000230461	0.224389149	0.42723439	0.441025447
ENSG00000230498	0.130256867	0.864645751	0.916248567
ENSG00000230630	9.82E-07	1.07E-05	1.266656838
ENSG00000230638	0.389769512	0.875799955	0.389568922
ENSG00000230699	0.293867184	0.255891261	0.532448433
ENSG00000230703	0.206265516	0.144931866	0.726199928
ENSG00000230798	0.076465909	0.173248628	0.610305727
ENSG00000230850	2.91E-44	3.00E-13	3.578579741
ENSG00000230880	0.368578263	0.256160287	0.409670186
ENSG00000230896	0.229868576	0.309834623	0.412946903
ENSG00000230937	0.669222421	0.44795317	0.225581481
ENSG00000230953	0.169252973	0.329742692	0.665503775
ENSG00000230955	0.674139543	0.563635546	0.300599408
ENSG00000230987	0.093777884	0.160596203	0.617324304
ENSG00000231050	0.899791185	0.780337993	0.001609206
ENSG00000231057	6.76E-07	2.37E-05	1.720389163
ENSG00000231064	0.912110472	0.752520525	0.000978619
ENSG00000231084	0.43235752	0.435138393	0.363518458
ENSG00000231105	0.837922277	0.839766288	0.011208255
ENSG00000231296	9.92E-10	5.86E-07	3.623161246
ENSG00000231360	0.834956643	0.866400412	0.09101416
ENSG00000231365	0.940216313	0.862295335	0.030472879
ENSG00000231407	0.449815911	0.384585491	0.187911157
ENSG00000231434	0.128349606	0.171600618	0.947393565
ENSG00000231437	0.218514258	0.379872272	0.452023785
ENSG00000231563	0.580525074	0.569328317	0.385776101
ENSG00000231581	0.65195961	0.956154272	0.250586744
ENSG00000231605	0.136983045	0.879813334	0.824004851
ENSG00000231615	0.687884983	0.646606554	0.252164377
ENSG00000231663	5.54E-06	0.000883955	1.720377452
ENSG00000231691	0.236150149	0.450691501	0.713686524
ENSG00000231718	0.052811135	0.055870236	1.234676161
ENSG00000231734	0.097963057	0.151967196	0.445193256
ENSG00000231752	0.003614163	0.005138643	1.26993967
ENSG00000231767	0.812441067	0.949161034	0.055491735
ENSG00000231789	0.399555303	0.53461545	0.319116709
ENSG00000231871	0.724414135	0.834410354	0.129665842
ENSG00000231992	1.32E-05	0.000109894	2.365620553
ENSG00000231999	0.539742442	0.31392052	0.175738916
ENSG00000232022	0.020825425	0.028109847	1.346850195
ENSG00000232093	0.449396747	0.264290897	0.564312426
ENSG00000232134	0.613268571	0.73867744	0.316222765
ENSG00000232151	0.147503971	0.162182845	0.572270311
ENSG00000232194	0.82806138	0.916723677	0.075285538
ENSG00000232237	0.104240867	0.448159195	0.471246493
ENSG00000232347	0.009807652	0.113033743	1.107281925
ENSG00000232372	0.766816601	0.913898106	0.125014913
ENSG00000232480	0.854492689	0.991063945	0.182595654
ENSG00000232586	0.736471459	0.786062573	0.275349021
ENSG00000232637	1.72E-12	3.53E-08	1.17356243
ENSG00000232671	0.040837916	0.284557291	1.387203815
ENSG00000232694	0.589096553	0.982607391	0.442759558
ENSG00000232721	0.943335241	0.167150005	0.018204343
ENSG00000232745	0.241945269	0.781345944	0.439130057
ENSG00000232752	0.078410879	0.293374887	1.506910511
ENSG00000232811	0.313300428	0.486729135	0.238005011
ENSG00000232860	0.504992441	0.988337441	0.295532606
ENSG00000232878	5.96E-99	8.82E-12	7.763693844
ENSG00000232912	0.04605567	0.170778393	0.926720479
ENSG00000232995	0.195556093	0.373759362	0.351047978
ENSG00000233003	0.477026381	0.860744422	0.535031972
ENSG00000233008	0.080040268	0.107309585	1.008525463
ENSG00000233030	0.303666398	0.480819009	0.387046612
ENSG00000233057	0.790693329	0.936138975	0.195256092
ENSG00000233184	3.86E-37	2.60E-13	2.246533609
ENSG00000233203	7.03E-17	4.57E-09	3.482338579
ENSG00000233217	0.847048723	0.719582073	0.116868766
ENSG00000233218	0.001499641	6.40E-05	1.985083112
ENSG00000233222	4.74E-51	3.48E-13	7.238197072
ENSG00000233337	7.26E-25	2.02E-09	5.237632647
ENSG00000233355	0.638823166	0.794875028	0.135802139
ENSG00000233406	0.075823407	0.091227707	0.750796215
ENSG00000233421	0.225918325	0.388738507	0.580573871
ENSG00000233427	0.629299073	0.913550201	0.270260807
ENSG00000233461	0.195029405	0.430152285	0.258729686
ENSG00000233485	0.125701918	0.738555532	0.825559799
ENSG00000233542	0.412636653	0.128649812	0.395611313
ENSG00000233593	1.62E-06	0.000111857	1.797003848
ENSG00000233621	0.041997576	0.152252855	0.667857487
ENSG00000233708	0.025335507	0.25194921	1.598047302
ENSG00000233715	0.451395814	0.41235391	0.454216956
ENSG00000233750	0.838625129	0.939966865	0.131303759
ENSG00000233771	0.094723041	0.462305283	0.579458359
ENSG00000233791	0.091640229	0.487527223	0.652966958
ENSG00000233792	2.72E-10	2.30E-07	3.771150227
ENSG00000233839	0.414085034	0.460797801	0.466559925
ENSG00000233954	0.00201697	0.025867338	1.63791428
ENSG00000234086	0.752134393	0.883571521	0.277695584
ENSG00000234222	0.131956394	0.445392649	0.769468428
ENSG00000234315	0.491283862	0.313543904	0.32716202
ENSG00000234329	0.846456934	0.773027783	0.112758249
ENSG00000234332	0.310406799	0.42723439	0.728812322
ENSG00000234383	0.763100068	0.826721516	0.203846301
ENSG00000234419	0.808995047	0.609395687	0.12913541
ENSG00000234478	0.910909261	0.920880495	0.010178871
ENSG00000234512	0.469564319	0.598622637	0.428563897
ENSG00000234518	4.61E-21	2.07E-06	5.172915647
ENSG00000234614	1.16E-16	7.73E-08	3.882549992
ENSG00000234678	1.04E-06	8.91E-05	1.86670383
ENSG00000234694	1.18E-20	9.50E-10	6.699689733
ENSG00000234741	0.472135946	0.649935905	0.051085963
ENSG00000234975	0.904029935	0.909032427	0.079923234
ENSG00000234978	0.183704671	0.949232528	0.732962322
ENSG00000234996	0.578720668	0.701288832	0.24882092
ENSG00000235079	5.65E-25	5.44E-09	4.766906639
ENSG00000235082	0.99615951	0.860744422	0.051166441
ENSG00000235098	0.512157653	0.738538585	0.091088934
ENSG00000235101	3.01E-160	6.27E-14	8.229792798
ENSG00000235105	0.745342494	0.482579403	0.204526224
ENSG00000235121	0.142494576	0.353627055	1.10869396
ENSG00000235169	0.334429766	0.587806093	0.414748279
ENSG00000235241	0.7952105	0.880627839	0.126155727
ENSG00000235308	0.602132991	0.975806944	0.479102003
ENSG00000235363	0.377792282	0.749603724	0.554078937
ENSG00000235398	0.011448478	0.020262016	0.579400755
ENSG00000235434	0.753775852	0.911529386	0.154432922
ENSG00000235449	0.06406217	0.184150519	0.962204371
ENSG00000235477	0.03295906	0.08002643	0.999650061
ENSG00000235501	0.336061947	0.50814678	0.269892233
ENSG00000235527	0.917891093	0.913898106	0.082628284
ENSG00000235545	0.827583068	0.880627839	0.141536601
ENSG00000235749	0.97196261	0.888872073	0.014316316
ENSG00000235750	0.566047599	0.683190033	0.035749635
ENSG00000235777	0.929970711	0.599498196	0.002958952
ENSG00000235782	0.413545693	0.811385628	0.706481537
ENSG00000235790	4.18E-20	1.02E-09	2.628201242
ENSG00000235795	0.093116629	0.186215251	0.886577937
ENSG00000235829	7.28E-16	1.13E-06	5.519753772
ENSG00000235919	0.921958516	0.861731231	0.073626784
ENSG00000235927	0.000330831	0.001072779	1.798368139
ENSG00000235999	0.133158182	0.196515105	0.346015718
ENSG00000236021	0.982054555	0.762869827	0.029976613
ENSG00000236031	0.005376186	0.013586581	1.412556881
ENSG00000236085	0.831261467	0.978204192	0.131376797
ENSG00000236137	0.309600144	0.532720396	0.416757882
ENSG00000236155	0.002420637	0.008227411	1.607520533
ENSG00000236200	0.351455799	0.494283206	0.269011218
ENSG00000236257	0.553692471	0.468667902	0.290439366
ENSG00000236266	0.218678683	0.331701099	0.778754523
ENSG00000236334	0.00019447	0.000385907	1.353679055
ENSG00000236341	0.116255073	0.548630848	1.256566162
ENSG00000236360	6.04E-09	0.000812957	3.908633103
ENSG00000236364	0.002071733	0.006772419	2.256221624
ENSG00000236423	0.000413559	8.53E-05	1.601064661
ENSG00000236439	0.22999715	0.311317739	0.250823623
ENSG00000236528	8.38E-49	4.91E-11	4.883217568
ENSG00000236539	0.838790219	0.692063906	0.025402935
ENSG00000236624	0.415458325	0.775579031	0.183040756
ENSG00000236679	0.073067714	0.838759159	1.030505749
ENSG00000236698	0.162057641	0.301582303	0.372039625
ENSG00000236723	0.000221184	8.89E-05	2.336598146
ENSG00000236782	0.002426297	0.003078576	1.104715595
ENSG00000236809	1.95E-187	6.89E-18	7.123235016
ENSG00000236810	0.94901024	0.893299306	0.070163439
ENSG00000236817	3.74E-141	7.18E-12	10.27819755
ENSG00000236866	1.32E-08	2.77E-05	2.964838444
ENSG00000236876	2.36E-09	0.000392191	2.883078872
ENSG00000236911	0.482815609	0.426799746	0.44897143
ENSG00000236915	2.28E-16	1.22E-07	3.642400134
ENSG00000236933	0.014648293	0.003952356	1.36818557
ENSG00000236943	0.496950166	0.599498196	0.159685689
ENSG00000237188	0.785719198	0.88592225	0.019838854
ENSG00000237276	0.123304361	0.130663784	0.451424623
ENSG00000237301	0.105011945	0.139734883	0.587483548
ENSG00000237330	0.041050813	0.031725836	1.626804715
ENSG00000237390	0.474305259	0.53461545	0.562818749
ENSG00000237413	0.284676549	0.363486338	0.440823119
ENSG00000237424	2.10E-07	9.26E-06	1.191669258
ENSG00000237429	0.446730249	0.266661124	0.560524981
ENSG00000237436	5.71E-16	9.73E-08	3.754904629
ENSG00000237453	1.89E-51	3.53E-10	6.379747229
ENSG00000237457	0.884720614	0.976695161	0.113559728
ENSG00000237611	0.857911136	0.978203822	0.113961356
ENSG00000237613	7.63E-23	7.35E-09	4.913329918
ENSG00000237624	0.269153347	0.363411995	0.368901155
ENSG00000237683	0.878730566	0.861731231	0.013374486
ENSG00000237749	0.650650152	0.7636398	0.167679793
ENSG00000237781	0.551908425	0.795956691	0.38673042
ENSG00000237861	0.25456464	0.456735159	0.766109173
ENSG00000237928	7.77E-09	1.44E-06	3.051431767
ENSG00000237934	3.41E-50	1.82E-09	6.730252521
ENSG00000237938	0.871641128	0.543272657	0.064084437
ENSG00000237950	0.591367747	0.649935905	0.259859549
ENSG00000237973	0.121229053	0.190849256	0.298612635
ENSG00000237975	1.68E-09	2.42E-06	1.645553349
ENSG00000237976	0.610807325	0.51743227	0.231363107
ENSG00000238015	0.581753401	0.399806304	0.387984627
ENSG00000238084	2.05E-05	7.44E-07	3.533859067
ENSG00000238122	0.615241634	0.820366293	0.231348588
ENSG00000238164	1.45E-24	3.98E-10	1.730232486
ENSG00000238186	0.740955825	0.949232528	0.205004778
ENSG00000238198	0.046992924	0.042629084	1.29456812
ENSG00000238243	0.633518034	0.674778161	0.08233087
ENSG00000238249	0.566106343	0.691924229	0.216437909
ENSG00000238272	0.949458285	0.832387575	0.008282334
ENSG00000238279	0.772703623	0.916723677	0.03762084
ENSG00000238287	1.51E-11	9.27E-07	2.550530962
ENSG00000238290	0.51989529	0.705611844	0.250077507
ENSG00000239475	0.384411441	0.133629474	0.426865432
ENSG00000239636	0.660845683	0.020782206	0.2878423
ENSG00000239670	0.038094436	0.301582303	0.986619678
ENSG00000239887	0.524233265	0.753988981	0.186701008
ENSG00000239906	0.049828078	0.144604637	0.894506364
ENSG00000240007	0.887420602	0.533773597	0.064500099
ENSG00000240021	0.738083264	0.968383682	0.168073725
ENSG00000240038	1.81E-17	1.15E-08	2.447940753
ENSG00000240200	0.505536339	0.522836284	0.275056507
ENSG00000240289	0.943949211	0.856791689	0.10920501
ENSG00000240510	1.66E-37	1.95E-05	7.634582818
ENSG00000240520	0.485289904	0.916723677	0.369004359
ENSG00000240563	7.43E-12	1.33E-06	3.889338231
ENSG00000240618	0.009429354	0.061264941	1.415747663
ENSG00000240710	0.167090272	0.518603974	1.081179015
ENSG00000240731	1.45E-13	3.94E-07	3.349176136
ENSG00000240754	0.120795866	0.1933714	0.559220791
ENSG00000240929	0.419621746	0.976959697	0.558154496
ENSG00000241014	0.067553295	0.080132036	0.463947956
ENSG00000241180	1.33E-06	0.000112256	3.23102163
ENSG00000241471	4.67E-37	3.61E-08	5.383261609
ENSG00000241563	5.25E-06	6.76E-05	1.867687931
ENSG00000241609	0.766488764	0.676032015	0.091194939
ENSG00000241666	0.25597774	0.728999841	0.456151126
ENSG00000241670	0.599048599	0.807220769	0.376596228
ENSG00000241860	0.934840824	0.744938097	0.022359173
ENSG00000241975	0.937842984	0.860744422	0.018960248
ENSG00000242042	0.168145102	0.304700102	0.749863207
ENSG00000242125	0.916126743	0.895171112	0.025698051
ENSG00000242150	0.013175438	0.051627105	1.120170338
ENSG00000242193	0.598134323	0.739851546	0.020521576
ENSG00000242252	0.435946756	0.692063906	0.533388481
ENSG00000242349	0.880468594	0.733381875	0.000938799
ENSG00000242352	0.549775466	0.860744422	0.292833787
ENSG00000242396	0.004706927	0.02530359	1.494117264
ENSG00000242485	0.00133086	0.014013326	0.571040098
ENSG00000242590	0.716636547	0.701288832	0.265384142
ENSG00000242676	4.75E-28	4.73E-11	6.1506117
ENSG00000242861	0.746935572	0.874180333	0.028583614
ENSG00000243000	0.132827794	0.272038236	0.900143985
ENSG00000243155	9.91E-101	3.26E-15	5.801361122
ENSG00000243284	3.76E-103	3.35E-15	10.63341959
ENSG00000243323	0.012173187	0.758935936	1.385334479
ENSG00000243364	0.576228812	0.818741138	0.174847239
ENSG00000243452	0.452388925	0.457991257	0.071380161
ENSG00000243558	0.66554587	0.921811402	0.275954433
ENSG00000243659	7.46E-11	4.96E-07	3.613658624
ENSG00000243709	0.805276635	0.893025289	0.000287985
ENSG00000243710	0.624684032	0.801348643	0.208757118
ENSG00000243725	0.296324476	0.413500398	0.19257602
ENSG00000243749	3.47E-11	6.33E-06	3.135852909
ENSG00000243960	0.844988467	0.811383647	0.093471465
ENSG00000243967	4.83E-05	2.99E-05	3.020146679
ENSG00000243970	9.78E-06	0.000126734	1.983020509
ENSG00000244038	0.921728337	0.902377944	0.071557387
ENSG00000244137	0.63977184	0.542048072	0.118878355
ENSG00000244324	0.485580504	0.605678938	0.592527178
ENSG00000244414	0.101769895	0.518713757	0.507038586
ENSG00000244433	0.302140299	0.748805624	0.589346843
ENSG00000244457	2.76E-13	0.000284584	4.416878086
ENSG00000244682	0.234603749	0.256646011	0.217570938
ENSG00000244716	0.906295107	0.641484614	0.102211756
ENSG00000246203	3.36E-12	1.81E-05	2.716105255
ENSG00000248201	0.020019545	0.313114001	1.630737601
ENSG00000248333	2.32E-35	1.74E-11	2.159518901
ENSG00000248458	0.412143087	0.446790877	0.272048872
ENSG00000248485	0.03013806	0.092577332	0.557171591
ENSG00000248527	0.942806138	0.902377944	0.030178555
ENSG00000248835	0.602821988	0.807220769	0.180381749
ENSG00000249007	0.343375425	0.438939897	0.146487674
ENSG00000249087	4.54E-21	6.58E-10	2.239868833
ENSG00000249237	0.097236704	0.248937146	1.122601334
ENSG00000249602	4.11E-11	4.28E-05	4.898187822
ENSG00000249913	0.841776235	0.970605348	0.149982439
ENSG00000250575	0.211970172	0.862792784	0.626878656
ENSG00000250661	0.922263883	0.410466453	0.103783745
ENSG00000250734	1.36E-18	7.91E-09	4.919698937
ENSG00000250784	0.118635755	0.085718718	0.693650169
ENSG00000250970	0.443119004	0.68655543	0.381143101
ENSG00000251484	2.97E-84	1.69E-12	7.639097404
ENSG00000251503	0.529301482	0.753859998	0.397296259
ENSG00000251520	0.140936145	0.29006895	0.724887575
ENSG00000253193	0.168528956	0.378854779	0.532292454
ENSG00000253304	0.440975115	0.753859998	0.183120559
ENSG00000253313	1.72E-28	7.37E-12	1.912709682
ENSG00000253326	1.57E-11	1.72E-07	4.244340342
ENSG00000253368	5.22E-28	1.61E-10	2.662226668
ENSG00000253831	0.076416466	0.457991257	1.105066827
ENSG00000254154	0.335204858	0.446790877	0.131614941
ENSG00000254539	0.410517338	0.687138813	0.308480158
ENSG00000254553	0.567602295	0.862081894	0.351948225
ENSG00000254685	2.94E-07	3.70E-05	0.92877198
ENSG00000254706	1.05E-14	5.93E-07	2.900649561
ENSG00000254726	0.845143489	0.862792784	0.029700745
ENSG00000255054	0.678660136	0.980378666	0.120136553
ENSG00000255103	0.011924217	0.021312858	0.765473606
ENSG00000255168	0.316757271	0.909962445	0.924857335
ENSG00000255275	0.199396334	0.8407896	1.098476012
ENSG00000255811	0.834540939	0.940573461	0.178667585
ENSG00000255835	0.383926413	0.31392052	0.30918664
ENSG00000256029	1.25E-05	0.00032583	2.406375209
ENSG00000256049	0.575954942	0.601675111	0.485492698
ENSG00000256142	0.005726588	0.017323295	2.610517574
ENSG00000256407	0.740785505	0.766775703	0.27115629
ENSG00000257315	6.87E-18	5.56E-08	2.383635244
ENSG00000257551	0.090268375	0.174369316	1.247187497
ENSG00000258082	0.363943483	0.616674541	0.517585958
ENSG00000258465	0.284025798	0.187602358	0.786191076
ENSG00000258634	0.479564467	0.583991486	0.090182004
ENSG00000258664	0.333224695	0.518603974	0.489971753
ENSG00000258673	2.68E-35	9.13E-09	5.764537189
ENSG00000258686	0.069761702	0.380146049	0.608592622
ENSG00000259030	0.020640443	0.011779104	0.818670952
ENSG00000259357	0.423941553	0.006716394	1.417354478
ENSG00000259818	0.264034431	0.646606554	0.916575025
ENSG00000259943	0.114737586	0.18459758	0.249711169
ENSG00000259984	0.781894598	0.742460581	0.156681091
ENSG00000260063	1.38E-72	9.89E-12	7.481161089
ENSG00000260088	0.322217932	0.426880146	0.673427129
ENSG00000260238	2.70E-05	0.183524501	2.463282831
ENSG00000260246	0.153570052	0.642106375	0.722490257
ENSG00000260800	0.028709111	0.044327461	0.970662936
ENSG00000260855	0.400594499	0.430864009	0.26725285
ENSG00000260879	0.592866415	0.591342998	0.169786912
ENSG00000261024	0.018055854	0.053861952	1.210896241
ENSG00000261349	0.768654711	0.743292778	0.18355854
ENSG00000261453	1.46E-62	1.00E-12	5.74217114
ENSG00000261664	0.488249001	0.601675111	0.183033803
ENSG00000261737	0.570006776	0.879813334	0.240299945
ENSG00000262180	0.457544819	0.731008547	0.310948127
ENSG00000264207	9.15E-07	7.69E-05	1.980334323
ENSG00000265365	0.209674224	0.508327435	0.324165745
ENSG00000266949	0.683892334	0.658118233	0.133575836
ENSG00000266993	1.09E-28	2.09E-11	3.241771382
ENSG00000267561	0.172543515	0.316423976	0.244847291
ENSG00000267884	0.581113195	0.604108475	0.249964262
ENSG00000267885	0.000638101	0.009102713	1.433157048
ENSG00000268146	0.460039523	0.970619842	0.492706869
ENSG00000268172	0.943253541	0.897895853	0.081674987
ENSG00000268288	0.671630648	0.532720396	0.316077716
ENSG00000268313	0.88201551	0.870407455	0.069040195
ENSG00000268552	0.163571291	0.518111267	0.573893637
ENSG00000268575	0.000493919	0.016970521	1.204683356
ENSG00000268869	0.084356229	0.037220739	0.910540933
ENSG00000268903	0.865757375	0.899004454	0.023169739
ENSG00000268949	0.185417935	0.406787304	0.670275472
ENSG00000269113	0.208741336	0.42052501	0.959890041
ENSG00000269175	0.232801138	0.740154791	0.835006015
ENSG00000269227	0.020017528	0.046156429	1.690218086
ENSG00000269279	0.000814215	0.008073724	1.182326226
ENSG00000269468	8.89E-50	5.66E-13	7.887221228
ENSG00000269501	0.006161191	0.014418824	0.655483009
ENSG00000269554	0.012676591	0.001423534	1.123733226
ENSG00000269690	0.50963481	0.8949586	0.239167629
ENSG00000269737	0.378969452	0.485210015	0.446502965
ENSG00000269753	1.40E-106	1.59E-11	8.304122737
ENSG00000269804	1.06E-08	3.29E-05	2.825169542
ENSG00000269890	1.67E-07	0.000203784	2.014164289
ENSG00000269896	9.80E-20	2.62E-10	3.08332382
ENSG00000269934	5.04E-08	0.00126089	2.64820439
ENSG00000269956	0.371339638	0.613134589	0.381360489
ENSG00000270045	0.56773809	0.630120624	0.096322116
ENSG00000270084	0.253422041	0.522836284	0.821811179
ENSG00000270106	0.266156229	0.465617187	0.557620962
ENSG00000270110	0.258808257	0.461555796	0.417488186
ENSG00000270136	0.509363284	0.720944827	0.136824571
ENSG00000270149	0.532733471	0.615860394	0.155984838
ENSG00000270167	0.778385594	0.875799955	0.110235061
